"town","landUse","status","acres"
"CrystalLawns","industrial","canopy",0
"CrystalLawns","institutional","canopy",0.47
"CrystalLawns","natural area","canopy",0
"CrystalLawns","other","canopy",0
"CrystalLawns","park","canopy",0
"CrystalLawns","residential","canopy",90.12
"CrystalLawns","transit","canopy",23.86
"CrystalLawns","utility","canopy",0.3
"CrystalLawns","vacant","canopy",1.75
"CrystalLawns","water","canopy",0
"CubaTownship","agriculture","canopy",172.6
"CubaTownship","cemetery","canopy",1.31
"CubaTownship","commercial","canopy",91.61
"CubaTownship","golf","canopy",186.99
"CubaTownship","industrial","canopy",0
"CubaTownship","institutional","canopy",65.41
"CubaTownship","natural area","canopy",609.31
"CubaTownship","other","canopy",0
"CubaTownship","park","canopy",36.7
"CubaTownship","residential","canopy",4454.21
"CubaTownship","transit","canopy",498.96
"CubaTownship","utility","canopy",12.71
"CubaTownship","vacant","canopy",481.17
"CubaTownship","water","canopy",16.97
"Darien","agriculture","canopy",11.23
"Darien","cemetery","canopy",10.48
"Darien","commercial","canopy",19.87
"Darien","golf","canopy",21.91
"Darien","industrial","canopy",0
"Darien","institutional","canopy",23.32
"Darien","natural area","canopy",78.62
"Darien","other","canopy",0
"Darien","park","canopy",27.58
"Darien","residential","canopy",594.32
"Darien","transit","canopy",202.87
"Darien","utility","canopy",5.64
"Darien","vacant","canopy",19.61
"Darien","water","canopy",3.23
"Deerfield","agriculture","canopy",0
"Deerfield","cemetery","canopy",0.26
"Deerfield","commercial","canopy",78.74
"Deerfield","golf","canopy",47.44
"Deerfield","industrial","canopy",0
"Deerfield","institutional","canopy",52.33
"Deerfield","natural area","canopy",14.01
"Deerfield","other","canopy",0.76
"Deerfield","park","canopy",47.08
"Deerfield","residential","canopy",920.13
"Deerfield","transit","canopy",236.74
"Deerfield","utility","canopy",5.18
"Deerfield","vacant","canopy",20.43
"Deerfield","water","canopy",2.52
"DeerPark","agriculture","canopy",4.8
"DeerPark","cemetery","canopy",0
"DeerPark","commercial","canopy",27.99
"DeerPark","golf","canopy",0
"DeerPark","industrial","canopy",0
"DeerPark","institutional","canopy",1.71
"DeerPark","natural area","canopy",142.06
"DeerPark","other","canopy",0.68
"DeerPark","park","canopy",15.52
"DeerPark","residential","canopy",531.59
"DeerPark","transit","canopy",65.13
"DeerPark","utility","canopy",0
"DeerPark","vacant","canopy",37.22
"DeerPark","water","canopy",1.08
"DesPlaines","agriculture","canopy",0
"DesPlaines","cemetery","canopy",38.6
"DesPlaines","commercial","canopy",125.65
"DesPlaines","golf","canopy",44.63
"DesPlaines","industrial","canopy",0
"DesPlaines","institutional","canopy",169.87
"DesPlaines","natural area","canopy",320.91
"DesPlaines","other","canopy",2.86
"DesPlaines","park","canopy",38.16
"DesPlaines","residential","canopy",1245.12
"DesPlaines","transit","canopy",686.08
"DesPlaines","utility","canopy",34.28
"DesPlaines","vacant","canopy",38.9
"DesPlaines","water","canopy",22.6
"Diamond","agriculture","canopy",18.43
"Diamond","cemetery","canopy",0
"Diamond","commercial","canopy",2.11
"Diamond","golf","canopy",0
"Diamond","industrial","canopy",0
"Diamond","institutional","canopy",0.39
"Diamond","natural area","canopy",20.43
"Diamond","other","canopy",0
"Diamond","park","canopy",0
"Diamond","residential","canopy",8.08
"Diamond","transit","canopy",1.99
"Diamond","utility","canopy",0.41
"Diamond","vacant","canopy",4.95
"Diamond","water","canopy",0
"Dixmoor","agriculture","canopy",0
"Dixmoor","cemetery","canopy",0
"Dixmoor","commercial","canopy",6.3
"Dixmoor","golf","canopy",0
"Dixmoor","industrial","canopy",0
"Dixmoor","institutional","canopy",3.37
"Dixmoor","natural area","canopy",12.56
"Dixmoor","other","canopy",0.05
"Dixmoor","park","canopy",0.02
"Dixmoor","residential","canopy",45.73
"Dixmoor","transit","canopy",42.17
"Dixmoor","utility","canopy",45.68
"Dixmoor","vacant","canopy",34.2
"Dixmoor","water","canopy",1.21
"Dolton","agriculture","canopy",0
"Dolton","cemetery","canopy",12.1
"Dolton","commercial","canopy",29.7
"Dolton","golf","canopy",21.4
"Dolton","industrial","canopy",0
"Dolton","institutional","canopy",13.61
"Dolton","natural area","canopy",22.84
"Dolton","other","canopy",0
"Dolton","park","canopy",9.45
"Dolton","residential","canopy",364.35
"Dolton","transit","canopy",219.63
"Dolton","utility","canopy",9.62
"Dolton","vacant","canopy",58.83
"Dolton","water","canopy",7.44
"DownersGrove","agriculture","canopy",28.01
"DownersGrove","cemetery","canopy",0.91
"DownersGrove","commercial","canopy",114.97
"DownersGrove","golf","canopy",15.06
"DownersGrove","industrial","canopy",0
"DownersGrove","institutional","canopy",103.05
"DownersGrove","natural area","canopy",274.25
"DownersGrove","other","canopy",0.11
"DownersGrove","park","canopy",63.72
"DownersGrove","residential","canopy",1833.77
"DownersGrove","transit","canopy",548.43
"DownersGrove","utility","canopy",22.64
"DownersGrove","vacant","canopy",57.91
"DownersGrove","water","canopy",2.33
"EastDundee","agriculture","canopy",11.24
"EastDundee","cemetery","canopy",5.44
"EastDundee","commercial","canopy",51.08
"EastDundee","golf","canopy",8.6
"EastDundee","industrial","canopy",0
"EastDundee","institutional","canopy",6.96
"EastDundee","natural area","canopy",30.41
"EastDundee","other","canopy",0.01
"EastDundee","park","canopy",4.46
"EastDundee","residential","canopy",224.21
"EastDundee","transit","canopy",66.28
"EastDundee","utility","canopy",1.47
"EastDundee","vacant","canopy",15.77
"EastDundee","water","canopy",2.23
"EastHazelCrest","agriculture","canopy",0
"EastHazelCrest","cemetery","canopy",0
"EastHazelCrest","commercial","canopy",4.05
"EastHazelCrest","golf","canopy",0.01
"EastHazelCrest","industrial","canopy",0
"EastHazelCrest","institutional","canopy",1.64
"EastHazelCrest","natural area","canopy",0
"EastHazelCrest","other","canopy",1.04
"EastHazelCrest","park","canopy",0.09
"EastHazelCrest","residential","canopy",76.96
"EastHazelCrest","transit","canopy",27.89
"EastHazelCrest","utility","canopy",0.27
"EastHazelCrest","vacant","canopy",2.87
"EastHazelCrest","water","canopy",0
"Elburn","agriculture","canopy",16.04
"Elburn","cemetery","canopy",0.24
"Elburn","commercial","canopy",12.06
"Elburn","golf","canopy",12.43
"Elburn","industrial","canopy",0
"Elburn","institutional","canopy",11.33
"Elburn","natural area","canopy",1.15
"Elburn","other","canopy",0
"Elburn","park","canopy",4.67
"Elburn","residential","canopy",97.3
"Elburn","transit","canopy",26.84
"Elburn","utility","canopy",0.26
"Elburn","vacant","canopy",27.56
"Elburn","water","canopy",1.03
"Elgin","agriculture","canopy",308.45
"Elgin","cemetery","canopy",70.89
"Elgin","commercial","canopy",284.8
"Elgin","golf","canopy",57.18
"Elgin","industrial","canopy",0
"Elgin","institutional","canopy",286.4
"Elgin","natural area","canopy",351.24
"Elgin","other","canopy",0.78
"Elgin","park","canopy",134.58
"Elgin","residential","canopy",2357.84
"Elgin","transit","canopy",867.61
"Elgin","utility","canopy",41.97
"Elgin","vacant","canopy",348.33
"Elgin","water","canopy",28.3
"ElkGroveVillage","agriculture","canopy",1.84
"ElkGroveVillage","cemetery","canopy",0
"ElkGroveVillage","commercial","canopy",195.86
"ElkGroveVillage","golf","canopy",21.47
"ElkGroveVillage","industrial","canopy",0
"ElkGroveVillage","institutional","canopy",31.01
"ElkGroveVillage","natural area","canopy",82.87
"ElkGroveVillage","other","canopy",4.22
"ElkGroveVillage","park","canopy",52.68
"ElkGroveVillage","residential","canopy",657.61
"ElkGroveVillage","transit","canopy",368.92
"ElkGroveVillage","utility","canopy",10.87
"ElkGroveVillage","vacant","canopy",29.97
"ElkGroveVillage","water","canopy",4.89
"Elmhurst","agriculture","canopy",0
"Elmhurst","cemetery","canopy",93.4
"Elmhurst","commercial","canopy",70.5
"Elmhurst","golf","canopy",0
"Elmhurst","industrial","canopy",0
"Elmhurst","institutional","canopy",38.5
"Elmhurst","natural area","canopy",89.5
"Elmhurst","other","canopy",0
"Elmhurst","park","canopy",68.1
"Elmhurst","residential","canopy",975.5
"Elmhurst","transit","canopy",540.6
"Elmhurst","utility","canopy",7.4
"Elmhurst","vacant","canopy",20.9
"Elmhurst","water","canopy",12.6
"ElmwoodPark","agriculture","canopy",0
"ElmwoodPark","cemetery","canopy",0
"ElmwoodPark","commercial","canopy",2.25
"ElmwoodPark","golf","canopy",33.01
"ElmwoodPark","industrial","canopy",0
"ElmwoodPark","institutional","canopy",2.21
"ElmwoodPark","natural area","canopy",3.3
"ElmwoodPark","other","canopy",0
"ElmwoodPark","park","canopy",0.91
"ElmwoodPark","residential","canopy",109.71
"ElmwoodPark","transit","canopy",139.65
"ElmwoodPark","utility","canopy",0.04
"ElmwoodPark","vacant","canopy",0.29
"ElmwoodPark","water","canopy",0.02
"Elwood","agriculture","canopy",91.02
"Elwood","cemetery","canopy",0.55
"Elwood","commercial","canopy",3.13
"Elwood","golf","canopy",0
"Elwood","industrial","canopy",0
"Elwood","institutional","canopy",2.97
"Elwood","natural area","canopy",65.33
"Elwood","other","canopy",0
"Elwood","park","canopy",4
"Elwood","residential","canopy",50.48
"Elwood","transit","canopy",31.89
"Elwood","utility","canopy",1.45
"Elwood","vacant","canopy",63.44
"Elwood","water","canopy",0.71
"Evanston","agriculture","canopy",0
"Evanston","cemetery","canopy",14.56
"Evanston","commercial","canopy",30.59
"Evanston","golf","canopy",22.49
"Evanston","industrial","canopy",0
"Evanston","institutional","canopy",103.97
"Evanston","natural area","canopy",29.07
"Evanston","other","canopy",0.11
"Evanston","park","canopy",76.6
"Evanston","residential","canopy",915.44
"Evanston","transit","canopy",649.19
"Evanston","utility","canopy",3.31
"Evanston","vacant","canopy",3.91
"Evanston","water","canopy",1.2
"EvergreenPark","agriculture","canopy",0
"EvergreenPark","cemetery","canopy",41.15
"EvergreenPark","commercial","canopy",5.23
"EvergreenPark","golf","canopy",30.04
"EvergreenPark","industrial","canopy",0
"EvergreenPark","institutional","canopy",10.21
"EvergreenPark","natural area","canopy",0.16
"EvergreenPark","other","canopy",0.02
"EvergreenPark","park","canopy",2.15
"EvergreenPark","residential","canopy",202.8
"EvergreenPark","transit","canopy",176.24
"EvergreenPark","utility","canopy",0.18
"EvergreenPark","vacant","canopy",2.05
"EvergreenPark","water","canopy",0.15
"Fairmont","agriculture","canopy",50.98
"Fairmont","cemetery","canopy",15.22
"Fairmont","commercial","canopy",10.93
"Fairmont","golf","canopy",0
"Fairmont","industrial","canopy",0
"Fairmont","institutional","canopy",6.68
"Fairmont","natural area","canopy",0
"Fairmont","other","canopy",2.01
"Fairmont","park","canopy",3.6
"Fairmont","residential","canopy",101.71
"Fairmont","transit","canopy",35.6
"Fairmont","utility","canopy",0.1
"Fairmont","vacant","canopy",25.93
"Fairmont","water","canopy",0
"Flossmoor","agriculture","canopy",0
"Flossmoor","cemetery","canopy",0.01
"Flossmoor","commercial","canopy",7.31
"Flossmoor","golf","canopy",32.11
"Flossmoor","industrial","canopy",0
"Flossmoor","institutional","canopy",31.21
"Flossmoor","natural area","canopy",14.97
"Flossmoor","other","canopy",0.5
"Flossmoor","park","canopy",9.73
"Flossmoor","residential","canopy",668.26
"Flossmoor","transit","canopy",208.96
"Flossmoor","utility","canopy",1.09
"Flossmoor","vacant","canopy",37.5
"Flossmoor","water","canopy",0.92
"FordHeights","agriculture","canopy",6.72
"FordHeights","cemetery","canopy",0
"FordHeights","commercial","canopy",5.94
"FordHeights","golf","canopy",0
"FordHeights","industrial","canopy",0
"FordHeights","institutional","canopy",3.14
"FordHeights","natural area","canopy",0
"FordHeights","other","canopy",0.56
"FordHeights","park","canopy",0.27
"FordHeights","residential","canopy",42.47
"FordHeights","transit","canopy",43.79
"FordHeights","utility","canopy",0.69
"FordHeights","vacant","canopy",76.28
"FordHeights","water","canopy",1.54
"ForestLake","agriculture","canopy",3.33
"ForestLake","cemetery","canopy",0.59
"ForestLake","commercial","canopy",0.46
"ForestLake","golf","canopy",0
"ForestLake","industrial","canopy",0
"ForestLake","institutional","canopy",0
"ForestLake","natural area","canopy",0
"ForestLake","other","canopy",0
"ForestLake","park","canopy",0
"ForestLake","residential","canopy",93.19
"ForestLake","transit","canopy",18.35
"ForestLake","utility","canopy",0
"ForestLake","vacant","canopy",2.83
"ForestLake","water","canopy",2.23
"ForestPark","agriculture","canopy",0
"ForestPark","cemetery","canopy",204.93
"ForestPark","commercial","canopy",8.97
"ForestPark","golf","canopy",0.01
"ForestPark","industrial","canopy",0
"ForestPark","institutional","canopy",3.78
"ForestPark","natural area","canopy",0.22
"ForestPark","other","canopy",0.06
"ForestPark","park","canopy",5.08
"ForestPark","residential","canopy",70.37
"ForestPark","transit","canopy",82.56
"ForestPark","utility","canopy",0.08
"ForestPark","vacant","canopy",0.44
"ForestPark","water","canopy",1.88
"ForestView","agriculture","canopy",0
"ForestView","cemetery","canopy",2.82
"ForestView","commercial","canopy",20.09
"ForestView","golf","canopy",0
"ForestView","industrial","canopy",0
"ForestView","institutional","canopy",0.09
"ForestView","natural area","canopy",0
"ForestView","other","canopy",10.68
"ForestView","park","canopy",1.6
"ForestView","residential","canopy",9
"ForestView","transit","canopy",25.01
"ForestView","utility","canopy",4.24
"ForestView","vacant","canopy",16.39
"ForestView","water","canopy",0.46
"FoxLake","agriculture","canopy",63.6
"FoxLake","cemetery","canopy",0.18
"FoxLake","commercial","canopy",135.96
"FoxLake","golf","canopy",21.85
"FoxLake","industrial","canopy",0
"FoxLake","institutional","canopy",15
"FoxLake","natural area","canopy",191.6
"FoxLake","other","canopy",0.07
"FoxLake","park","canopy",2.39
"FoxLake","residential","canopy",711.94
"FoxLake","transit","canopy",123.13
"FoxLake","utility","canopy",3.62
"FoxLake","vacant","canopy",159.28
"FoxLake","water","canopy",18.21
"FoxLakeHill","agriculture","canopy",0
"FoxLakeHill","cemetery","canopy",0
"FoxLakeHill","commercial","canopy",1.09
"FoxLakeHill","golf","canopy",0
"FoxLakeHill","industrial","canopy",0
"FoxLakeHill","institutional","canopy",6.29
"FoxLakeHill","natural area","canopy",153.01
"FoxLakeHill","other","canopy",0
"FoxLakeHill","park","canopy",7.71
"FoxLakeHill","residential","canopy",183.97
"FoxLakeHill","transit","canopy",27.41
"FoxLakeHill","utility","canopy",1.01
"FoxLakeHill","vacant","canopy",15.31
"FoxLakeHill","water","canopy",0.6
"FoxRiverGrove","agriculture","canopy",1.48
"FoxRiverGrove","cemetery","canopy",0.27
"FoxRiverGrove","commercial","canopy",20.06
"FoxRiverGrove","golf","canopy",0
"FoxRiverGrove","industrial","canopy",0
"FoxRiverGrove","institutional","canopy",5.85
"FoxRiverGrove","natural area","canopy",44.47
"FoxRiverGrove","other","canopy",0.25
"FoxRiverGrove","park","canopy",37.9
"FoxRiverGrove","residential","canopy",294.93
"FoxRiverGrove","transit","canopy",70.68
"FoxRiverGrove","utility","canopy",1.54
"FoxRiverGrove","vacant","canopy",37.49
"FoxRiverGrove","water","canopy",2.23
"Frankfort","agriculture","canopy",130.23
"Frankfort","cemetery","canopy",2.02
"Frankfort","commercial","canopy",50.39
"Frankfort","golf","canopy",25.59
"Frankfort","industrial","canopy",0
"Frankfort","institutional","canopy",47.75
"Frankfort","natural area","canopy",266.37
"Frankfort","other","canopy",0.01
"Frankfort","park","canopy",25.25
"Frankfort","residential","canopy",681.66
"Frankfort","transit","canopy",160.82
"Frankfort","utility","canopy",84.75
"Frankfort","vacant","canopy",160.08
"Frankfort","water","canopy",4.29
"FrankfortSquare","agriculture","canopy",6.64
"FrankfortSquare","cemetery","canopy",0
"FrankfortSquare","commercial","canopy",1.71
"FrankfortSquare","golf","canopy",3.62
"FrankfortSquare","industrial","canopy",0
"FrankfortSquare","institutional","canopy",2.96
"FrankfortSquare","natural area","canopy",1.55
"FrankfortSquare","other","canopy",0
"FrankfortSquare","park","canopy",5.04
"FrankfortSquare","residential","canopy",97.46
"FrankfortSquare","transit","canopy",29.78
"FrankfortSquare","utility","canopy",0.66
"FrankfortSquare","vacant","canopy",3.03
"FrankfortSquare","water","canopy",0
"FranklinPark","agriculture","canopy",0
"FranklinPark","cemetery","canopy",0
